MMS ID - 001,034$d,034$e,034$f,034$g,Cartographer - 110,Title - 245$a,Coordinates - 255$c,Publisher details - 260,Description - 300 ,Aperture card reproduction note - 533,Photocopy or reprint note - 534
9920671853607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Everton, Sheet 2County of Bogong, Schedule",,1975.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920671863607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Ghin Ghin, County of Anglesey ",,1976.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920671873607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gooramadda, County of Bogong",,1976.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920671883607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gundowring, County of Bogong",,1976.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920671893607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gundowring, County of Bogong, Sheet 2",,1976.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920671903607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Illawarra, County of Borung",,1976.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920671913607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Ghin Ghin, County of Anglesey, Schedule",,1976.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920671923607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gisborne, Sheet 1, County of Bourke, Schedule",,1976.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920671933607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gisborne, Sheet 2, County of Bourke, Schedule",,1976.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920671943607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gooramadda, County of Bogong, Schedule",,1976.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920671953607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gorae, County of Normanby, Schedule",,1976.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920671963607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gundowring, Sheet 1, County of Bogong, Sheet 2",,1976.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920671973607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gundowring, Sheet 2, County of Bogong, Sheet 2",,1976.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920671983607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Illawarra, County of Borung, Schedule",,1976.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920671993607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gisborne, County of Bourke",,1977.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672003607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gisborne, County of Bourke",,1977.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672013607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Glenlyon, County of Talbot",,1977.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672023607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gorae, County of Normanby",,1977.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672033607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Holden, County of Bourke",,1977.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672043607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Everton, County of Bogong",,1977.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672053607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Everton, County of Bogong",,1977.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672063607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Glenlyon, County of Talbot, schedule",,1977.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672073607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Goon Nure, County of Tanjil",,1978.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672083607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gorong, counties of Bourke and Grant",,1978.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672093607636,,,,,Victoria.Department of Crown Lands and Survey.,"Holden, County of Bourke, Schedule",,1978.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672103607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Glencoe, Sheet 2, County of Buln Buln, Schedule",,1978.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672113607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Glencoe, Sheet 2, County of Buln Buln, Schedule",,1978.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672123607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Goon Nure, County of Tanjil, Schedule",,1978.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672133607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gorong, counties of Bourke and Grant, Schedule",,1978.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672143607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Haddon. County of Grenville, Schedule",,1978.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672153607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Glencoe, County of Buln Buln",,1979.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672163607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Glencoe, County of Buln Buln",,1979.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672173607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Haddon, County of Grenville",,1979.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672183607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Irrewillipe, County of Polwarth",,1979.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672193607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Jancourt, County of Heytesbury",,1979.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672203607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Elingamite, counties of Heytsbury and Hampden",,1979.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672213607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Elingamite, counties of Heytsbury and Hampden, Schedule",,1979.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672223607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Hazelwood, County of Buln Buln",,1979?.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672233607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Irrewillipe, County of Polwarth,Schedule",,1979.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672243607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Jancourt, County of Heytesbury,Schedule",,1979.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672253607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Harcourt, County of Talbot",,1980.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672263607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Harcourt, County of Talbot, Schedule",,1980.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672273607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gerang Gerung, County of Grant",,1981.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672283607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Glendaruel, counties of Talbot and Ripon",,1981.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672293607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gorrockburkghap, County of Grant",,1981.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672303607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Jallukar, County of Borung",,1981.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672313607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Jan Juc, County of Grant",,1981.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672323607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Elliminyt, County of Polwarth",,1981.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672333607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Estcourt, county of Bogong",,1981.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672343607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Elliminyt, County of Polwarth",,1981.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672353607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Elliminyt, County of Polwarth, Schedule",,1981.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672363607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Elliminyt, County of Polwarth, Sheet 2, Schedule",,1981.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672373607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Estcourt, county of Bogong, Schedule",,1981.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672383607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Glendaruel, counties of Talbot and Ripon, Schedule",,1981.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672393607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gorrockburkghap, County of Grant, Schedule",,1981.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672403607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Hazelwood, County of Buln Buln",,1981.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672413607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Jallukar, County of Borung, Schedule",,1981.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672423607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Jan Juc, County of Grant, Schedule",,1981.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672433607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gherineghap, Countyu of Grant",,1982.,map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920672443607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Granya, County of Benambra",,1982.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9920672453607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Gruyere, County of Evelyn",,1982.,map.,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9919511743607636,E1444600,E1444600,S0374200,S0374200,Victoria.Division of Survey and Mapping.,"Maribyrnong, County of Bourke",(E 144°46'/S 37°42').,"[Melbourne] :Division of Survey and Mapping,c1977.",1 map on 2 sheets ;sheet 50 x 71.,,
9919511833607636,E1444600,E1444600,S0374200,S0374200,Victoria.Department of Crown Lands and Survey,"Maribyrnong, County of Bourke",(E144°46'/S 37°42').,"Melbourne :W. M. Houston, Govt. Printer,1957.",1 map on 2 sheets;sheets 68 x 49 cm.,,
9919512183607636,E1423200,E1423200,S0364300,S0364300,Victoria.Department of Crown Lands and Survey.,"Marma, County of Borung",(E 142°32ʹ/S 36°43ʹ).,"Melbourne :The Dept.,1941.",1 map :col. ;on sheet 68 x 92 cm.,,
9919512433607636,E1454300,E1454300,S0364700,S0364700,Victoria.Department of Crown Lands and Survey.,"Marraweeny, County of Delatite",(E 145°4̊3ʹ/S 36°4̊7ʹ).,"Melbourne :Dept. of Lands and Survey,1902.",1 map on 2 sheets ;sheets 69 x 102 cm and 35 x 102 cm.,,
9919512503607636,E1425100,E1425100,S0354700,S0354700,Victoria.Department of Crown Lands and Survey.,"Marlbed, County of Karkarooc",(E 142°51'/S 35°47').,"Melbourne :H. J. Green Govt. Printer,1929.",1 map ;on sheet 77 x 102 cm.,,
9919521633607636,E1420100,E1420100,S0381800,S0381800,Victoria.Department of Crown Lands and Survey.,"Eumeralla, County of Normanby",(E 142°01'/S 38°18').,"Melbourne :Dept. of Lands and Survey,1966.",1 map ;on sheet 63 x 86 cm.,,
9919528053607636,E1463500,E1463500,S0365100,S0365100,Victoria.Department of Crown Lands and Survey.,"Matong North, County of Delatite",(E 146°3̊5ʹ/S 36°5̊1ʹ).,"Melbourne :A. J. Mullet, Govt. Printer,1917.",1 map on 2 sheets;sheets 104 x 69 and 102 x 70 cm.,,
9919528223607636,,,,,Victoria.Department of Crown Lands and Survey,"Country lands on the River Wimmera, Parish of Eversley",,"Melbourne :Dept. of Crown Lands and Survey,1857.",1 map ;on sheet 26 x 35 cm.,,
9919530453607636,E1441800,E1441800,S0370300,S0370300,Victoria.Department of Crown Lands and Survey.,"Faraday, County of Talbot",(E 144°18ʹ/S 37°03ʹ).,"Melbourne :A. J. Mullet, Govt. Printer,1915.",1 map ;41 x 63 cm.,,
9919530483607636,E 1432100,E1432100,S0352900,S0352900,Victoria.Department of Crown Lands and Survey.,"Meatian, County of Tatchera",(E143°21'/S 35°29').,"Melbourne :A. C. Brooks, Govt. Printer,1967.",1 map ;on sheet 76 x 102 cm.,,
9919530523607636,,,,,Victoria.Department of Crown Lands and Survey.,"Special lots, Parish of Faraday, County of Talbot",,"Melbourne :Dept. of Crown Lands and Survey,1857.",1 map ;45 x 29 cm.,,
9919530593607636,,,,,Victoria.Department of Crown Lands and Survey.,"Country lands, Parish of Faraday, County of Talbot",,"Melbourne :Dept. of Crown Lands and Survey,1865.",1 map ;45 x 29 cm.,,
9919534353607636,E1420500,E1420500,S0372000,S0372000,Victoria.Department of Crown Lands and Survey,"Beear, County of Dundas",(E 142°05'/S 37°20' ).,"Melbourne :H. J. Green, Govt. Printer,1937.",1 map ;on sheet 49 x 33 cm.,,
9919538803607636,E1435100,E1435100,S0355100,S0355100,Victoria.Department of Crown Lands and Survey.,"Meering, County of Tatchera",(E143°51'/S 35°51').,"Melbourne :Dept. of Lands and Survey,1901.",1 map on 2 sheets ;sheets 58 x 97 and 64 x 89 cm.,,
9919538813607636,E1435100,E1435100,S0355100,S0355100,Victoria.Department of Crown Lands and Survey.,"Meering, County of Tatchera",(E143°51'/S 35°51').,"Melbourne :Dept. of Lands and Survey,1969.",1 map ;on sheet 102 x 77 cm.,,
9919538833607636,E1434200,E1434200,S0355200,S0355200,Victoria.Department of Crown Lands and Survey.,"Meering West, County of Tatchera",(E 143°42'/S 35°52').,"Melbourne :A. J. Mullet, Govt. Printer,1919.",1 map on 2 sheets ;sheets 51 x 79 and 51 x 69 cm.,,
9919538913607636,E1460000,E1460000,S0383800,S0383800,Victoria.Department of Crown Lands and Survey.,"Meeniyan, County of Buln Buln",(E 146°00'/S 38°38').,Melbourne :Dept. of Lands and Survey1902.,1 map on 2 sheets ;sheets 60 x 45 cm.,,
9919539263607636,E1471900,E1471900,S0375900,S0375900,Victoria.Department of Crown Lands and Survey.,"Meerlieu, County of Tanjil",(E 147°19'/S 37°59').,"Melbourne :W. M. Houston, Govt. Printer,1954.",1 map on 2 sheets;sheets 68 x 49 cm.,,
9919539473607636,E1471900,E1471900,S0375900,S0375900,Victoria.Division of Survey and Mapping.,"Parish of Meerlieu, County of Tanjil",(E147°19' /S37°59').,"[Melbourne] :Division of Survey and Mapping,c1976.",1 map on 2 sheets ;sheets 51 x 70 cm.,,
9919539503607636,,,,,Victoria.Department of Crown Lands and Survey,[Part of Parish of Mellier],,"[Melbourne? :Dept. of Lands and Survey?,185-?].",1 map ;on sheet 48 x 33 cm.,,
9919539573607636,E1480400,E1480400,S0372000,S0372000,Victoria.Department of Crown Lands and Survey.,"Allotments, Parish of Mellick Munjie, County of Tambo",(E 148°04'/S 37°20').,"Melbourne :A. J. Green, Govt. Printer,1931.",1 map ;on sheet 68 x 47 cm.,,
9919539943607636,E1423900,E1423900,S0382500,S0382500,Victoria.Department of Crown Lands and Survey.,"Mepunga, County of Heytesbury",(E 142°39'/S 38°25').,"Melbourne :Dept. of Lands and Survey,1877.",1 map on 2 sheets;sheets 73 x 39  and 71 x 96 cm.,,
9919540573607636,E1435200,E1435200,S0354400,S0354400,Victoria.Department of Crown Lands and Survey.,"Meran, County of Tatchera",(E 143°52'/S 35°44').,"Melbourne :A. C. Brooks, Govt. Printer,1962.",1 map ;on sheet 96 x 71 cm.,,
9919541283607636,E1445400,E1445400,S0382600,S0382600,Victoria.Department of Crown Lands and Survey.,"Fingal, County of Mornington",(E 144°54'/S 38°26').,"Melbourne :Dept. of Lands and Survey,1939.",1 map ;on sheet 33 x 41 cm.,,
9919628093607636,E1412200,E1412200,S0370900,S0370900,Victoria.Department of Crown Lands and Survey.,"Kadnook, County of Lowan",(E141°22'/S 37°09').,"Melbourne :Dept. of Lands and Survey,1881.",1 map ;on sheet  64 x 51 cm.,,
9919628183607636,E 1410400,E 1410400,S0373900,S0373900,Victoria.Department of Crown Lands and Survey.,"Kaladbro, County of Follett",(E 141° 0̊4/S 37°3̊9).,"Melbourne :W. H. Houston Govt. Printer,1954.",1 map on 2 sheets ;sheets 48 x 69 cm.,,
9919628313607636,E1450100,E1450100,S0382000,S0382000,Victoria.Department of Crown Lands and Survey.,"Kangerong, County of Mornington",(E 145°01'/S 38°20').,"Melbourne :Dept. of Lands and Survey,1888.",1 map ;27 x 35 cm.,,
9919628783607636,E1450100,E1450100,S0382000,S0382000,Victoria.Department of Crown Lands and Survey.,"Kangerong, County of Mornington",(E 145°01'/S 38°20').,"Melbourne :Dept. of Lands and Survey,1922.",1 map ;on sheet 31 x 54 cm.,,
9919628843607636,E1450100,E1450100,S0382000,S0382000,Victoria.Department of Crown Lands and Survey.,"Kangerong, County of Mornington",(E 145°01'/S 38°20').,"Melbourne :H. J. Green, Govt. Printer,1931.",1 map ;on sheet 31 x 54 cm.,,
9919629253607636,E1422000,E1422000,S0374600,S0374600,Victoria.Department of Crown Lands and Survey.,"Kay, County of Villiers",(E 142°20ʹ/S 37°46ʹ).,"Melbourne :Dept. of Lands and Survey,1880.",1 map ;on sheet 75 x 67 cm.,,
9919630353607636,E 1421900,E1421900,S 0355400,S0355400,Victoria.Department of Crown Lands and Survey.,"Kallery, County of Karkarooc",(E 142°19'/S 35°54').,"Melbourne :H. J. Green, Govt. Printer,1931.",1 map ;on sheet 73 x 111 cm.,,
9919630383607636,E 1413800,E 1413800,S 0365000,S0365000,Victoria.Department of Crown Lands and Survey.,"Kalingur, County of Lowan",(E141°38'/ S36° 50').,"Melbourne :Dept. of Lands and Survey,1897.",1 map ;on sheet 72 x 103 cm.,,
9919630443607636,,,,,Victoria.Department of Crown Lands and Survey.,"Parish of Kalkee, County of Borung",,"Melbourne :Dept. of Lands and Survey,1875.",1 map :dissected in 2 pieces ;on sheets 100 x 70 cm. and 17 x 73 cm.,,
9919631233607636,E 1421900,E1421900,S0342200,S0342200,Victoria.Department of Crown Lands and Survey.,"Parish of Karadoc, County of Karkarooc",(E142°19'/S 34°22').,"Melbourne :A. J. Mullet, Govt. Printer,1924.",1 map ;on sheet 96 x 79 cm.,,
9919631323607636,,,,,Victoria.Department of Crown Lands and Survey.,"Allotments, Parish of Karlo, County of Croajingolong",,"[Melbourne? :Dept. of Lands and Survey?,191-?].",1 map ;68 x 50 cm.,,
9919631603607636,E1420500,E1420500,S0361900,S0361900,Victoria.Department of Crown Lands and Survey,"Katyil, County of Borung",(E142°05'/S 36°19').,"Melbourne :Dept. of Lands and Survey,1908.",1 map on 2 sheets ;sheets  102 x 69 cm.,,
9919631913607636,E1411800,E1411800,S0380700,S0380700,Victoria.Department of Crown Lands and Survey.,"Kentbruck, County of Normanby",(E 141°18'/S 38°07').,"Melbourne :Dept. of Lands and Survey,[192-?].",1 map ;on sheet 69 x 49 cm.,,
9919632213607636,,,,,Victoria.Department of Crown Lands and Survey.,"Kirrak, Counties of Mornington and Buln Buln",(E 145°41'/S 38°36').,"Melbourne :Dept. of Lands and Survey,1894.",1 map ;on sheet 60 x 79 cm.,,
9919637823607636,E1454500,E1454500,S0383200,S03823200,Victoria.Department of Crown Lands and Survey.,"Kongwak, County of Mornington",(E 145°45'/S 38°32').,"Melbourne :A. J. Mullet, Govt. Printer,1924.",1 map ;on sheet 43 x 56 cm.,,
9919637903607636,,,,,Victoria.Department of Crown Lands and Survey.,"Killingworth, County of Anglesey",,"Melbourne :Dept. of Lands and Survey,1891.",1 map ;on sheet 75 x 67 cm.,,
9919637933607636,E1454500,E1454500,S0383200,S03823200,Victoria.Department of Crown Lands and Survey.,"Kongwak, County of Mornington",(E 145°45'/S 38°32').,"Melbourne :Dept. of Lands and Survey,1894.",1 map ;on sheet 43 x 56 cm.,,
9919637983607636,E1454500,E1454500,S0383200,S03823200,Victoria.Department of Crown Lands and Survey.,"Kongwak, County of Mornington",(E 145°45'/S 38°32').,"Melbourne :H. J. Green, Govt. Printer,1936.","1 map :col.,on sheet 49 x 62 cm.",,
9919638393607636,E1453100,E1453100,S0380900,S0380900,Victoria.Department of Crown Lands and Survey.,"Koo-Wee-Rup, County of Mornington",(E 145°31'/S 38°09').,"Melbourne :H. J. Green, Govt. Printer1939.",1 map ;on sheet 72 x 92 cm.,,
9919639493607636,E1431000,E1430000,S0380900,S0380900,Victoria.Department of Crown Lands and Survey.,"Koo-Wee-Rup, County of Mornington",(E143°10'/S 38°09').,"Melbourne :Dept. of Lands and Survey,1907.",1 map ;on sheet 80 x 110 cm.,,
9919639663607636,E1421800,E1421800,S0381900,S0381900,Victoria.Department of Crown Lands and Survey.,"Koroit, County of Villiers",(E 142°18ʹ/S 38°19ʹ).,"Melbourne :Dept. of Lands and Survey,1890.",1 map ;on sheet 34 x 45 cm.,,
9919639743607636,E1431000,E1431000,S0352500,S0352500,Victoria.Department of Crown Lands and Survey.,"Koro-Ganeit, County of Tatchera",(E 143°10'/S 35°25').,"Melbourne :A. J. Mullet, Govt. Printer,1921.",1 map ;on sheet 55 x 43 cm.,,
9919639803607636,E1440700,E1440700,S0372800,S0372800,Victoria.Department of Crown Lands and Survey.,"Korweinguboora, Counties of Talbot and Grant",(E 144°07'/S 37°28').,"Melbourne :Dept. of Lands and Survey,1905.",1 map ;on sheet 50 x 36 cm.,,
9919639863607636,E1434300,E1434300,S0364400,S0364400,Victoria.Department of Crown Lands and Survey.,"Korong, County of Gladstone",(E 143°4̊3ʹ/S 36°4̊4ʹ).,"Melbourne :Dept. of Lands and Survey,1907.",1 map ;on sheet 110 x 79 cm.,,
9919639923607636,E1455200,E1455200,S0382500,S0382500,Victoria.Department of Crown Lands and Survey,"Korumburra, counties of Mornington and Buln Buln",(E145°52'/S 38°25').,"Melbourne :Dept. of Lands and Survey,1888.",1 map ;on sheet 52 x 39 cm.,,
9919643273607636,E1455200,E1455200,S0382500,S0382500,Victoria.Department of Crown Lands and Survey.,"Korumburra, Counties of Buln Buln and Mornington",(E 145°52ʹ/S 38°25ʹ).,"Melbourne :H. J. Green, Govt. Printer,1933.",1 map :on sheet 53 x 46 cm.,,
9919643563607636,E1440700,E1440700,S0372800,S0372800,Victoria.Department of Crown Lands and Survey.,"Korweinguboora, Counties of Talbot and Grant",(E 144°07'/S 37°28').,"Melbourne :A. J. Mullet, Govt. Printer1916.",1 map ;on sheet 60 x 38 cm.,,
9919643793607636,E1414200,E1414200,S0370700,S0370700,Victoria.Department of Crown Lands and Survey.,"Kout Narin, County of Lowan",(E 141°42'/S 37°07').,"Melbourne :Dept. of Lands and Survey,[188-?].",1 map ;on sheet 72 x 89 cm.,,
9919643943607636,E1433900,E1433900,S0384300,S0384300,Victoria.Department of Crown Lands and Survey.,"Kambruk, County of Polwarth",(E 143°39'/S 38°43').,"Melbourne :Dept. of Lands and Survey,1881.",1 map ;on sheet 46 x 57 cm.,,
9919644153607636,E1433500,E1433500,S0352900,S0352900,Victoria.Department of Crown Lands and Survey.,"Kunat Kunat, County of Tatchera",(E 143°35'/S 35°29').,"Melbourne :H. J. Green, Govt. Printer,1928.",1 map ;on sheet 72 x 46 cm.,,
9919645603607636,E 1440300,E1440300,S0374900,S0374900,Victoria.Division of Survey and Mapping.,"Parish of Meredith, County of Grant",(E144°03'/S 37°49').,"[Melbourne]:Division of Survey and Mapping,c1982.",1 map ;on sheet 50 x 71 cm.,,
9919645703607636,E1412000,E1412000,S0342000,S0342000,Victoria.Department of Crown Lands and Survey.,"Parish of Meringur, County of Millewa",(E141°21'/S 34°20').,"Melbourne :H. J. Green, Govt. Printer,1926.",1 map ;on sheet 56 x 38 cm.,,
9919646563607636,E1461800,E1461800,S0370300,S0370300,Victoria.Department of Crown Lands and Survey.,"Merrijig, County of Delatite",(E 146°1̊8ʹ/S 37°0̊3ʹ).,"Melbourne :Dept. of Lands and Survey,1903.",1 map on 2 sheets ;sheets 34 x 90 and 69 x 91 cm.,,
9919654633607636,E1424000,E1424000,S0381400,S0381400,Victoria.Department of Crown Lands and Survey.,"Framlingham West, County of Villiers",(E 142°40ʹ/S 38°14ʹ).,"Melbourne :H.E. Daw, Govt. Printer,1880.",1 map ;16 x 22 cm.,,
9919656713607636,E1415100,E1415100,S0342000,S0342000,Victoria.Department of Crown Lands and Survey.,"Merrinee, County of Millewa",(E 141°51'/S 34°20').,"Melbourne :Dept. of Lands and Survey,1923.",1 map ;on sheet 106 x 76 cm.,,
9919656823607636,E1425100,E1425100,S0372300,S0372300,Victoria.Department of Crown Lands and Survey.,"Merrymbuela, Counties of Borung & Ripon",(E 14251'/S 3723').,"Melbourne :Dept. of Lands and Survey,1879.",1 map ;on sheet 57 x 79 cm.,,
9919657073607636,,,,,Victoria.Department of Crown Lands and Survey,"Franklin, County of Talbot",,"Melbourne :H. J. Green, Govt. Printer,1932.",1 map ;on sheet 76 x 98 cm.,,
9919657763607636,E1424200,E1424200,S0381100,S0381100,Victoria.Department of Crown Lands and Survey.,"Framlingham East, County of Hampden",(E 142°42'/S 38°11').,"Melbourne :Dept. of Lands and Survey,1879.",1 map ;on sheet 102 x 69 cm.,,
9919657933607636,E1424200,E1424200,S0381100,S0381100,Victoria.Department of Crown Lands and Survey.,"Country lands, Parish of East Framlingham, County of Hampden",(E 142°42'/S 38°11').,"Melbourne :Dept. of Lands and Survey,1863.",1 map ;on sheet 31 x 22 cm.,,
9919657943607636,E1442900,E1442900,S0373900,S0373900,Victoria.Division of Survey and Mapping.,"Parish of Merrimu, County of Bourke",(E144°29ʹ/S 3739ʹ).,"[Melbourne] :Division of Survey and Mapping,c1978.",1 map ;on sheet 70 x 51 cm.,,
